month,year,ship_mode,segment,country,city,state,category,sub_category,sales,quantity,discount,profit
July,2014,Standard Class,Corporate,United States,Sioux Falls,South Dakota,Office Supplies,Fasteners,6.54,3,0.0,2.6814
July,2014,Standard Class,Corporate,United States,Sioux Falls,South Dakota,Technology,Accessories,2.97,3,0.0,1.3068
July,2016,Standard Class,Home Office,United States,Provo,Utah,Office Supplies,Supplies,44.4,5,0.0,12.432
July,2016,Standard Class,Corporate,United States,Portland,Oregon,Furniture,Chairs,230.28,3,0.2,23.028000000000002
July,2016,Standard Class,Corporate,United States,Portland,Oregon,Office Supplies,Paper,105.52,5,0.2,34.294000000000004
July,2017,Standard Class,Consumer,United States,Wilmington,Delaware,Furniture,Tables,310.443,3,0.3,-48.7839
July,2017,Second Class,Consumer,United States,New York City,New York,Furniture,Chairs,664.1460000000001,6,0.1,88.5528
July,2017,Second Class,Consumer,United States,New York City,New York,Office Supplies,Labels,7.83,3,0.0,3.6018
July,2017,Second Class,Consumer,United States,New York City,New York,Office Supplies,Paper,8.96,2,0.0,4.3904
July,2017,First Class,Corporate,United States,Suffolk,Virginia,Furniture,Tables,872.94,3,0.0,157.1292
July,2017,First Class,Corporate,United States,Suffolk,Virginia,Office Supplies,Paper,12.96,2,0.0,6.2208
July,2017,First Class,Corporate,United States,Suffolk,Virginia,Office Supplies,Appliances,179.94,3,0.0,50.3832
July,2017,Standard Class,Consumer,United States,Wilmington,Delaware,Office Supplies,Binders,26.55,3,0.0,13.0095
July,2017,Second Class,Consumer,United States,New York City,New York,Office Supplies,Art,6.56,2,0.0,1.9024
July,2017,Second Class,Consumer,United States,New York City,New York,Technology,Accessories,41.9,2,0.0,8.799
July,2015,First Class,Corporate,United States,New York City,New York,Office Supplies,Paper,80.88,3,0.0,39.6312
July,2015,Standard Class,Home Office,United States,Baltimore,Maryland,Furniture,Chairs,150.98,1,0.0,43.7842
July,2015,Standard Class,Home Office,United States,Baltimore,Maryland,Office Supplies,Envelopes,137.25,9,0.0,63.135
July,2015,Standard Class,Home Office,United States,Baltimore,Maryland,Office Supplies,Fasteners,11.52,4,0.0,5.4144
July,2015,Same Day,Corporate,United States,San Francisco,California,Furniture,Chairs,700.1519999999999,3,0.2,78.7671
July,2015,Same Day,Corporate,United States,San Francisco,California,Furniture,Chairs,1348.704,6,0.2,-219.1644
July,2015,First Class,Corporate,United States,New York City,New York,Technology,Accessories,599.9,10,0.0,191.968
July,2016,Second Class,Corporate,United States,Columbia,South Carolina,Office Supplies,Envelopes,10.2,5,0.0,4.794
July,2016,Second Class,Corporate,United States,Columbia,South Carolina,Office Supplies,Binders,6.46,2,0.0,3.1654
July,2016,Second Class,Corporate,United States,Columbia,South Carolina,Technology,Accessories,75.98,2,0.0,18.2352
July,2016,Second Class,Corporate,United States,Columbia,South Carolina,Office Supplies,Paper,60.12,9,0.0,28.8576
July,2016,Second Class,Corporate,United States,Columbia,South Carolina,Office Supplies,Binders,24.1,5,0.0,11.085999999999999
July,2016,Standard Class,Corporate,United States,Grand Prairie,Texas,Office Supplies,Paper,20.016,3,0.2,6.255
July,2016,Standard Class,Corporate,United States,Grand Prairie,Texas,Office Supplies,Storage,37.224000000000004,3,0.2,3.7224
July,2016,Second Class,Corporate,United States,Houston,Texas,Furniture,Furnishings,9.552,3,0.6,-3.8208
July,2016,Second Class,Corporate,United States,Columbia,South Carolina,Office Supplies,Art,22.32,3,0.0,5.58
July,2016,Standard Class,Consumer,United States,Philadelphia,Pennsylvania,Technology,Phones,143.982,3,0.4,-28.7964
July,2016,Standard Class,Consumer,United States,Philadelphia,Pennsylvania,Technology,Phones,494.376,4,0.4,-115.3544
July,2016,Standard Class,Consumer,United States,Philadelphia,Pennsylvania,Office Supplies,Supplies,5.84,2,0.2,0.73
July,2017,Second Class,Consumer,United States,Philadelphia,Pennsylvania,Furniture,Chairs,71.372,2,0.3,-1.0196
July,2017,Standard Class,Consumer,United States,Charlotte,North Carolina,Furniture,Chairs,242.352,3,0.2,15.147
July,2017,Standard Class,Home Office,United States,Woodstock,Illinois,Office Supplies,Art,2.912,2,0.2,0.91
July,2015,Standard Class,Corporate,United States,Houston,Texas,Office Supplies,Fasteners,14.432,4,0.2,3.4276
July,2015,Second Class,Consumer,United States,Bakersfield,California,Furniture,Bookcases,195.46599999999998,2,0.15,-13.7976
July,2015,Standard Class,Corporate,United States,Houston,Texas,Office Supplies,Labels,6.263999999999999,3,0.2,2.0358
July,2015,Second Class,Corporate,United States,Port Saint Lucie,Florida,Furniture,Bookcases,231.92,5,0.2,5.797999999999999
July,2016,Second Class,Consumer,United States,Seattle,Washington,Office Supplies,Storage,69.52,2,0.0,17.38
July,2016,Second Class,Consumer,United States,Seattle,Washington,Technology,Phones,20.784000000000002,2,0.2,-4.6764
July,2016,Second Class,Consumer,United States,Seattle,Washington,Office Supplies,Labels,87.71,7,0.0,41.2237
July,2016,Standard Class,Consumer,United States,New York City,New York,Office Supplies,Appliances,45.96,2,0.0,13.788
July,2016,Standard Class,Corporate,United States,Perth Amboy,New Jersey,Technology,Phones,597.0,3,0.0,280.59
July,2016,Standard Class,Corporate,United States,Perth Amboy,New Jersey,Office Supplies,Appliances,162.64,2,0.0,45.5392
July,2016,Standard Class,Consumer,United States,Springfield,Missouri,Office Supplies,Paper,21.93,3,0.0,10.0878
July,2016,Standard Class,Corporate,United States,Los Angeles,California,Office Supplies,Storage,77.88,2,0.0,3.8939999999999997
July,2016,Standard Class,Consumer,United States,Springfield,Missouri,Office Supplies,Storage,242.94,3,0.0,4.8588
July,2016,Standard Class,Consumer,United States,Springfield,Missouri,Office Supplies,Paper,7.64,1,0.0,3.7436
July,2016,Standard Class,Corporate,United States,Perth Amboy,New Jersey,Office Supplies,Paper,55.48,1,0.0,26.6304
July,2016,Standard Class,Consumer,United States,Springfield,Missouri,Office Supplies,Storage,265.17,1,0.0,47.7306
July,2016,Standard Class,Consumer,United States,Springfield,Missouri,Office Supplies,Paper,51.84,8,0.0,25.4016
July,2016,Second Class,Consumer,United States,Seattle,Washington,Furniture,Furnishings,12.42,3,0.0,4.4712
July,2016,Second Class,Consumer,United States,Seattle,Washington,Technology,Accessories,428.4,3,0.0,89.964
July,2016,Second Class,Consumer,United States,Seattle,Washington,Furniture,Furnishings,24.75,5,0.0,10.89
July,2016,Second Class,Consumer,United States,Seattle,Washington,Office Supplies,Binders,12.815999999999999,3,0.2,4.1652
July,2017,Standard Class,Consumer,United States,Tampa,Florida,Furniture,Furnishings,7.904,2,0.2,2.1736
July,2017,Second Class,Corporate,United States,Apple Valley,California,Furniture,Bookcases,1194.165,5,0.15,210.735
July,2017,Second Class,Corporate,United States,Apple Valley,California,Office Supplies,Paper,32.4,5,0.0,15.552
July,2017,Standard Class,Home Office,United States,Los Angeles,California,Technology,Copiers,479.98400000000004,2,0.2,89.99700000000001
July,2017,Second Class,Corporate,United States,Apple Valley,California,Office Supplies,Envelopes,57.9,5,0.0,28.95
July,2017,Standard Class,Home Office,United States,Rome,New York,Furniture,Furnishings,39.08,4,0.0,14.4596
July,2017,Standard Class,Home Office,United States,Rome,New York,Office Supplies,Paper,99.9,5,0.0,47.952
July,2017,Standard Class,Home Office,United States,Rome,New York,Technology,Phones,269.98,2,0.0,67.495
July,2017,Second Class,Corporate,United States,Apple Valley,California,Office Supplies,Storage,10.56,2,0.0,0.0
July,2014,Same Day,Home Office,United States,Tucson,Arizona,Furniture,Chairs,259.13599999999997,4,0.2,-25.9136
July,2014,Standard Class,Consumer,United States,New Rochelle,New York,Office Supplies,Binders,13.904000000000002,2,0.2,4.5188
July,2015,Second Class,Consumer,United States,New York City,New York,Technology,Phones,135.99,1,0.0,36.7173
July,2015,Second Class,Consumer,United States,New York City,New York,Furniture,Furnishings,7.38,1,0.0,2.1402
July,2015,Second Class,Consumer,United States,New York City,New York,Office Supplies,Binders,3.3280000000000003,2,0.2,1.2064
July,2015,Standard Class,Consumer,United States,San Diego,California,Technology,Accessories,519.96,4,0.0,176.7864
July,2015,First Class,Corporate,United States,New York City,New York,Office Supplies,Art,5.76,2,0.0,1.6128
July,2016,Standard Class,Home Office,United States,Philadelphia,Pennsylvania,Office Supplies,Storage,284.08,10,0.2,24.857
July,2016,Standard Class,Corporate,United States,Bowling Green,Kentucky,Furniture,Chairs,140.81,1,0.0,39.4268
July,2016,Standard Class,Home Office,United States,Philadelphia,Pennsylvania,Office Supplies,Art,11.264000000000001,8,0.2,1.2672
July,2016,Second Class,Consumer,United States,Dallas,Texas,Technology,Accessories,15.575999999999999,3,0.2,3.3099
July,2016,Standard Class,Consumer,United States,Phoenix,Arizona,Technology,Phones,55.992,1,0.2,3.4995
July,2016,Standard Class,Corporate,United States,Glendale,Arizona,Office Supplies,Supplies,33.8,5,0.2,4.225
July,2016,Standard Class,Corporate,United States,Denver,Colorado,Office Supplies,Storage,338.04,3,0.2,-33.804
July,2016,Standard Class,Corporate,United States,Denver,Colorado,Office Supplies,Storage,593.568,2,0.2,0.0
July,2016,Standard Class,Corporate,United States,Denver,Colorado,Furniture,Chairs,854.352,3,0.2,10.6794
July,2016,Standard Class,Corporate,United States,Denver,Colorado,Office Supplies,Binders,1.8719999999999999,3,0.7,-1.4352
July,2016,Standard Class,Home Office,United States,Philadelphia,Pennsylvania,Office Supplies,Paper,18.496,4,0.2,6.7048
July,2016,Standard Class,Corporate,United States,Denver,Colorado,Furniture,Chairs,544.008,3,0.2,40.8006
July,2017,Standard Class,Consumer,United States,Phoenix,Arizona,Office Supplies,Binders,7.656000000000001,4,0.7,-6.1248
July,2017,Standard Class,Consumer,United States,Philadelphia,Pennsylvania,Technology,Copiers,599.97,5,0.4,69.9965
July,2017,Standard Class,Consumer,United States,Philadelphia,Pennsylvania,Furniture,Chairs,198.74400000000003,4,0.3,-14.196
July,2017,Standard Class,Consumer,United States,Phoenix,Arizona,Furniture,Chairs,161.56799999999998,2,0.2,10.097999999999999
July,2017,Standard Class,Consumer,United States,Philadelphia,Pennsylvania,Office Supplies,Supplies,9.184,2,0.2,1.148
July,2017,Standard Class,Consumer,United States,Phoenix,Arizona,Office Supplies,Paper,16.096,2,0.2,5.2312
July,2017,Standard Class,Consumer,United States,Phoenix,Arizona,Furniture,Chairs,311.976,3,0.2,-42.8967
July,2017,Standard Class,Consumer,United States,Phoenix,Arizona,Furniture,Tables,801.6,5,0.5,-448.89599999999996
July,2014,Standard Class,Corporate,United States,Bristol,Connecticut,Office Supplies,Binders,20.88,2,0.0,9.6048
July,2014,Standard Class,Home Office,United States,Great Falls,Montana,Office Supplies,Binders,6.096,2,0.2,2.2098
July,2014,Standard Class,Corporate,United States,Bristol,Connecticut,Technology,Phones,359.98,2,0.0,93.5948
July,2014,Standard Class,Corporate,United States,Bristol,Connecticut,Furniture,Tables,70.56,1,0.3,-4.032
July,2014,Standard Class,Corporate,United States,Bristol,Connecticut,Office Supplies,Binders,3.81,1,0.0,1.8288
July,2015,First Class,Consumer,United States,Phoenix,Arizona,Office Supplies,Binders,2.025,1,0.7,-1.35
July,2016,Standard Class,Consumer,United States,Hattiesburg,Mississippi,Office Supplies,Storage,87.92,4,0.0,0.8792
July,2016,Standard Class,Consumer,United States,Hattiesburg,Mississippi,Furniture,Furnishings,185.58,6,0.0,76.0878
July,2016,Standard Class,Consumer,United States,Hattiesburg,Mississippi,Office Supplies,Binders,77.56,2,0.0,35.6776
July,2016,First Class,Home Office,United States,San Francisco,California,Technology,Phones,35.984,2,0.2,4.498
July,2016,First Class,Home Office,United States,San Francisco,California,Technology,Accessories,389.97,3,0.0,132.5898
July,2016,Standard Class,Consumer,United States,Hattiesburg,Mississippi,Furniture,Bookcases,504.9,5,0.0,126.225
July,2016,Standard Class,Consumer,United States,Hattiesburg,Mississippi,Office Supplies,Paper,245.94,6,0.0,120.5106
July,2016,Standard Class,Consumer,United States,Hattiesburg,Mississippi,Office Supplies,Binders,8.6,1,0.0,4.042
July,2014,Standard Class,Consumer,United States,Plainfield,New Jersey,Office Supplies,Art,5.58,1,0.0,2.1762
July,2014,Standard Class,Consumer,United States,Plainfield,New Jersey,Technology,Phones,73.98,2,0.0,19.9746
July,2015,Standard Class,Consumer,United States,Carol Stream,Illinois,Office Supplies,Paper,11.168,2,0.2,3.7692
July,2015,Standard Class,Consumer,United States,Carol Stream,Illinois,Office Supplies,Storage,68.6,5,0.2,6.0025
July,2015,First Class,Corporate,United States,Raleigh,North Carolina,Technology,Phones,74.24,1,0.2,8.352
July,2015,Standard Class,Consumer,United States,Hollywood,Florida,Office Supplies,Paper,11.952,3,0.2,4.0338
July,2015,First Class,Corporate,United States,Raleigh,North Carolina,Furniture,Furnishings,159.84,10,0.2,45.95399999999999
July,2015,Standard Class,Consumer,United States,Carol Stream,Illinois,Furniture,Chairs,382.116,6,0.3,-92.7996
July,2015,Same Day,Consumer,United States,Houston,Texas,Office Supplies,Appliances,32.784,4,0.8,-85.2384
July,2015,Standard Class,Consumer,United States,Hollywood,Florida,Office Supplies,Paper,15.552,3,0.2,5.6376
July,2015,First Class,Corporate,United States,Raleigh,North Carolina,Office Supplies,Binders,2.892,2,0.7,-2.3136
July,2015,First Class,Corporate,United States,Raleigh,North Carolina,Office Supplies,Paper,9.392000000000001,2,0.2,3.2872
July,2015,Standard Class,Consumer,United States,Carol Stream,Illinois,Furniture,Chairs,408.42199999999997,2,0.3,-5.8346
July,2015,First Class,Home Office,United States,New York City,New York,Office Supplies,Paper,19.44,3,0.0,9.3312
July,2015,Standard Class,Consumer,United States,Carol Stream,Illinois,Office Supplies,Storage,435.504,3,0.2,48.9942
July,2016,First Class,Corporate,United States,Huntsville,Texas,Furniture,Chairs,528.43,5,0.3,0.0
July,2016,Second Class,Corporate,United States,Los Angeles,California,Furniture,Chairs,195.18400000000003,1,0.2,19.5184
July,2016,First Class,Corporate,United States,Huntsville,Texas,Office Supplies,Paper,41.472,8,0.2,14.5152
July,2016,Standard Class,Consumer,United States,Arlington,Virginia,Office Supplies,Art,7.7,2,0.0,3.157
July,2017,First Class,Home Office,United States,Houston,Texas,Office Supplies,Binders,5.232,4,0.8,-8.1096
July,2017,First Class,Home Office,United States,Houston,Texas,Office Supplies,Paper,163.96,5,0.2,59.4355
July,2014,First Class,Consumer,United States,San Diego,California,Office Supplies,Binders,8.704,2,0.2,3.1552
July,2014,First Class,Corporate,United States,Riverside,California,Technology,Accessories,41.94,2,0.0,15.0984
July,2014,First Class,Corporate,United States,Riverside,California,Office Supplies,Paper,11.96,2,0.0,5.8604
July,2014,First Class,Consumer,United States,San Diego,California,Office Supplies,Paper,19.92,4,0.0,9.7608
July,2014,Standard Class,Home Office,United States,Dallas,Texas,Furniture,Chairs,981.372,2,0.3,-140.196
July,2014,Same Day,Consumer,United States,Springfield,Ohio,Office Supplies,Storage,25.984,1,0.2,-5.1968
July,2014,First Class,Corporate,United States,Riverside,California,Office Supplies,Art,13.12,4,0.0,3.8048
July,2014,Same Day,Consumer,United States,Springfield,Ohio,Office Supplies,Binders,27.36,3,0.7,-21.888
July,2014,Standard Class,Home Office,United States,Dallas,Texas,Office Supplies,Storage,342.86400000000003,3,0.2,38.5722
July,2014,First Class,Consumer,United States,San Francisco,California,Office Supplies,Binders,89.712,6,0.2,30.2778
July,2014,First Class,Corporate,United States,Riverside,California,Office Supplies,Storage,535.41,3,0.0,160.623
July,2014,First Class,Consumer,United States,San Diego,California,Furniture,Furnishings,43.02,3,0.0,15.4872
July,2014,First Class,Consumer,United States,San Francisco,California,Office Supplies,Paper,22.83,3,0.0,10.7301
July,2014,Standard Class,Home Office,United States,Dallas,Texas,Furniture,Furnishings,16.74,5,0.6,-14.229000000000001
July,2014,First Class,Consumer,United States,San Diego,California,Office Supplies,Paper,104.85,1,0.0,50.328
July,2015,Second Class,Consumer,United States,South Bend,Indiana,Office Supplies,Storage,141.4,5,0.0,38.178000000000004
July,2015,Second Class,Consumer,United States,South Bend,Indiana,Office Supplies,Paper,97.82,2,0.0,45.9754
July,2015,Standard Class,Consumer,United States,Highland Park,Illinois,Office Supplies,Binders,2.88,5,0.8,-4.4639999999999995
July,2015,Second Class,Consumer,United States,South Bend,Indiana,Office Supplies,Envelopes,106.75,7,0.0,49.105
July,2015,Second Class,Consumer,United States,South Bend,Indiana,Office Supplies,Paper,26.4,5,0.0,11.88
July,2015,Standard Class,Consumer,United States,Highland Park,Illinois,Furniture,Bookcases,913.43,5,0.3,-52.196000000000005
July,2015,Second Class,Consumer,United States,South Bend,Indiana,Technology,Accessories,831.2,5,0.0,124.68
July,2015,Second Class,Consumer,United States,South Bend,Indiana,Office Supplies,Storage,34.76,1,0.0,9.7328
July,2015,Standard Class,Consumer,United States,Highland Park,Illinois,Furniture,Bookcases,384.944,4,0.3,-126.4816
July,2015,Standard Class,Consumer,United States,Highland Park,Illinois,Technology,Phones,153.584,2,0.2,13.4386
July,2016,Second Class,Consumer,United States,Long Beach,New York,Technology,Phones,89.95,5,0.0,43.176
July,2017,Standard Class,Consumer,United States,Chicago,Illinois,Office Supplies,Storage,69.712,2,0.2,8.714
July,2017,Standard Class,Corporate,United States,Sioux Falls,South Dakota,Office Supplies,Binders,60.83,7,0.0,30.415
July,2017,Standard Class,Consumer,United States,Chicago,Illinois,Furniture,Furnishings,8.792,1,0.6,-5.7148
July,2017,Standard Class,Corporate,United States,Sioux Falls,South Dakota,Furniture,Chairs,182.94,3,0.0,27.441
July,2017,Standard Class,Corporate,United States,New York City,New York,Furniture,Furnishings,183.92,4,0.0,31.2664
July,2017,Standard Class,Corporate,United States,Sioux Falls,South Dakota,Office Supplies,Binders,43.0,5,0.0,20.21
July,2017,Standard Class,Corporate,United States,Sioux Falls,South Dakota,Office Supplies,Appliances,416.32,2,0.0,112.4064
July,2017,Standard Class,Corporate,United States,Sioux Falls,South Dakota,Office Supplies,Labels,14.62,2,0.0,6.8714
July,2017,Standard Class,Corporate,United States,Sioux Falls,South Dakota,Technology,Accessories,389.97,3,0.0,132.5898
July,2017,Standard Class,Corporate,United States,New York City,New York,Furniture,Chairs,163.764,2,0.1,25.4744
July,2017,Standard Class,Corporate,United States,New York City,New York,Office Supplies,Paper,13.36,2,0.0,6.4128
July,2017,Standard Class,Corporate,United States,Maple Grove,Minnesota,Office Supplies,Binders,735.98,2,0.0,331.191
July,2014,Standard Class,Corporate,United States,San Francisco,California,Furniture,Chairs,801.568,2,0.2,50.098
July,2014,Standard Class,Corporate,United States,Dallas,Texas,Office Supplies,Appliances,4.992,3,0.8,-12.9792
July,2014,Standard Class,Consumer,United States,Omaha,Nebraska,Technology,Phones,35.98,2,0.0,10.0744
July,2014,Standard Class,Corporate,United States,Dallas,Texas,Office Supplies,Envelopes,87.92,5,0.2,29.673000000000002
July,2014,Standard Class,Corporate,United States,Dallas,Texas,Office Supplies,Binders,1.044,1,0.8,-1.827
July,2014,Standard Class,Corporate,United States,San Francisco,California,Furniture,Tables,272.848,1,0.2,27.2848
July,2014,Standard Class,Corporate,United States,San Francisco,California,Office Supplies,Art,99.2,5,0.0,25.791999999999998
July,2014,Standard Class,Corporate,United States,Dallas,Texas,Furniture,Chairs,657.93,5,0.3,-93.99
July,2016,Same Day,Corporate,United States,Newark,Ohio,Office Supplies,Binders,11.088,7,0.7,-8.1312
July,2016,Same Day,Corporate,United States,Newark,Ohio,Office Supplies,Art,18.656,2,0.2,1.3992
July,2016,Second Class,Corporate,United States,Philadelphia,Pennsylvania,Office Supplies,Binders,1.9409999999999998,1,0.7,-1.294
July,2016,Standard Class,Consumer,United States,Concord,North Carolina,Furniture,Chairs,363.92,5,0.2,0.0
July,2016,Standard Class,Corporate,United States,Roseville,California,Office Supplies,Labels,3.15,1,0.0,1.5119999999999998
July,2016,Standard Class,Consumer,United States,Concord,North Carolina,Office Supplies,Labels,6.263999999999999,3,0.2,2.0358
July,2016,Same Day,Corporate,United States,Newark,Ohio,Office Supplies,Storage,99.488,2,0.2,8.7052
July,2016,Standard Class,Corporate,United States,Roseville,California,Office Supplies,Envelopes,419.9,5,0.0,197.35299999999998
July,2016,Same Day,Corporate,United States,Newark,Ohio,Office Supplies,Storage,66.688,1,0.2,4.168
July,2017,Standard Class,Consumer,United States,San Diego,California,Office Supplies,Binders,50.352,3,0.2,17.6232
July,2017,Second Class,Corporate,United States,Concord,California,Technology,Phones,1626.192,9,0.2,121.9644
July,2017,Second Class,Corporate,United States,Concord,California,Office Supplies,Art,3.52,2,0.0,1.6896
July,2017,Same Day,Consumer,United States,Murray,Utah,Office Supplies,Art,25.99,1,0.0,7.5371
July,2017,Standard Class,Home Office,United States,Cleveland,Ohio,Office Supplies,Binders,33.93,3,0.7,-22.62
July,2017,Standard Class,Consumer,United States,New York City,New York,Office Supplies,Appliances,17.48,4,0.0,4.5448
July,2017,Second Class,Corporate,United States,Aurora,Illinois,Office Supplies,Binders,2.864,4,0.8,-4.5824
July,2017,Second Class,Corporate,United States,Aurora,Illinois,Office Supplies,Binders,94.19200000000001,7,0.8,-164.83599999999998
July,2017,Standard Class,Consumer,United States,San Diego,California,Office Supplies,Paper,16.34,2,0.0,7.6798
July,2017,Standard Class,Consumer,United States,Salem,Virginia,Office Supplies,Art,101.94,6,0.0,29.5626
July,2017,Standard Class,Consumer,United States,Salem,Virginia,Technology,Phones,271.96,4,0.0,67.99
July,2017,Standard Class,Consumer,United States,Salem,Virginia,Furniture,Furnishings,8.8,5,0.0,3.872
July,2017,Standard Class,Consumer,United States,Salem,Virginia,Office Supplies,Supplies,231.72,2,0.0,11.585999999999999
July,2017,Standard Class,Consumer,United States,Salem,Virginia,Office Supplies,Binders,14.94,3,0.0,7.1712
July,2017,Standard Class,Consumer,United States,Pharr,Texas,Furniture,Tables,124.404,4,0.3,-21.3264
July,2017,Standard Class,Consumer,United States,Salem,Virginia,Office Supplies,Art,19.68,6,0.0,5.7072
July,2017,Standard Class,Consumer,United States,San Diego,California,Furniture,Chairs,225.296,2,0.2,22.5296
July,2017,Same Day,Consumer,United States,Murray,Utah,Technology,Phones,71.928,9,0.2,6.2937
July,2017,Standard Class,Consumer,United States,Salem,Virginia,Furniture,Bookcases,302.94,3,0.0,69.6762
July,2017,Standard Class,Home Office,United States,Cleveland,Ohio,Technology,Phones,210.56400000000002,6,0.4,-52.641000000000005
July,2017,Standard Class,Home Office,United States,Plainfield,New Jersey,Office Supplies,Paper,6.48,1,0.0,3.1752
July,2017,Standard Class,Consumer,United States,Chicago,Illinois,Office Supplies,Binders,2.112,2,0.8,-3.3792
July,2017,Standard Class,Home Office,United States,Cleveland,Ohio,Office Supplies,Storage,222.32,7,0.2,25.011
July,2014,Second Class,Consumer,United States,San Francisco,California,Furniture,Tables,170.352,3,0.2,19.1646
July,2014,Second Class,Consumer,United States,Houston,Texas,Office Supplies,Storage,26.631999999999998,1,0.2,1.3316
July,2014,Second Class,Consumer,United States,San Francisco,California,Office Supplies,Storage,236.5,10,0.0,68.585
July,2014,Second Class,Consumer,United States,San Francisco,California,Furniture,Chairs,717.72,3,0.2,71.77199999999999
July,2014,Standard Class,Consumer,United States,New York City,New York,Office Supplies,Art,5.96,2,0.0,1.6688
July,2014,Second Class,Consumer,United States,San Francisco,California,Office Supplies,Art,11.52,4,0.0,3.2256
July,2014,Standard Class,Consumer,United States,New York City,New York,Technology,Accessories,159.98,2,0.0,57.5928
July,2014,Standard Class,Home Office,United States,Los Angeles,California,Office Supplies,Art,19.68,6,0.0,6.4944
July,2016,Standard Class,Consumer,United States,Allentown,Pennsylvania,Office Supplies,Art,4.16,2,0.2,0.364
July,2016,Standard Class,Consumer,United States,Westland,Michigan,Technology,Accessories,109.95,1,0.0,36.2835
July,2016,Standard Class,Corporate,United States,Columbia,Maryland,Furniture,Furnishings,27.42,3,0.0,9.3228
July,2016,Second Class,Corporate,United States,San Francisco,California,Office Supplies,Labels,6.3,2,0.0,3.0239999999999996
July,2016,Standard Class,Corporate,United States,Columbia,Maryland,Office Supplies,Binders,5.4,3,0.0,2.592
July,2016,Standard Class,Home Office,United States,Sparks,Nevada,Office Supplies,Supplies,86.2,5,0.0,24.998
July,2016,Standard Class,Consumer,United States,Westland,Michigan,Office Supplies,Paper,32.4,5,0.0,15.552
July,2016,Standard Class,Consumer,United States,Westland,Michigan,Office Supplies,Storage,965.85,5,0.0,135.219
July,2016,Standard Class,Corporate,United States,Columbia,Maryland,Office Supplies,Appliances,37.68,2,0.0,10.5504
July,2016,Standard Class,Consumer,United States,Allentown,Pennsylvania,Furniture,Furnishings,11.648,2,0.2,3.3488
July,2016,Standard Class,Corporate,United States,Columbia,Maryland,Office Supplies,Paper,51.84,8,0.0,24.8832
July,2016,Standard Class,Consumer,United States,Westland,Michigan,Office Supplies,Art,29.2,5,0.0,10.512
July,2017,Standard Class,Consumer,United States,Chicago,Illinois,Furniture,Chairs,526.344,4,0.3,-75.192
July,2017,Standard Class,Corporate,United States,New York City,New York,Technology,Phones,29.97,3,0.0,14.0859
July,2014,Standard Class,Consumer,United States,Tucson,Arizona,Office Supplies,Binders,8.16,5,0.7,-5.712000000000001
July,2014,First Class,Consumer,United States,New York City,New York,Technology,Accessories,99.98,2,0.0,7.9984
July,2014,Standard Class,Consumer,United States,Tucson,Arizona,Technology,Accessories,479.04,10,0.2,-29.94
July,2014,Standard Class,Consumer,United States,Tucson,Arizona,Technology,Accessories,1023.936,8,0.2,179.1888
July,2014,Standard Class,Corporate,United States,San Francisco,California,Technology,Accessories,45.0,3,0.0,4.95
July,2014,Standard Class,Consumer,United States,Tucson,Arizona,Office Supplies,Art,9.24,1,0.2,0.924
July,2014,Standard Class,Corporate,United States,San Francisco,California,Office Supplies,Supplies,40.7,5,0.0,11.802999999999999
July,2014,Standard Class,Corporate,United States,San Francisco,California,Technology,Phones,302.376,3,0.2,37.797
July,2014,Standard Class,Corporate,United States,San Francisco,California,Technology,Phones,604.752,6,0.2,60.4752
July,2015,Standard Class,Home Office,United States,New York City,New York,Office Supplies,Appliances,68.94,3,0.0,20.682
July,2015,Second Class,Consumer,United States,Rochester,New York,Office Supplies,Binders,10.512,3,0.2,3.6792
July,2015,Standard Class,Home Office,United States,New York City,New York,Furniture,Furnishings,128.82,3,0.0,50.2398
July,2016,Standard Class,Home Office,United States,Rockford,Illinois,Office Supplies,Binders,11.415999999999999,4,0.8,-18.8364
July,2016,First Class,Consumer,United States,Houston,Texas,Technology,Phones,115.13600000000001,8,0.2,11.5136
July,2016,Standard Class,Consumer,United States,Mcallen,Texas,Office Supplies,Art,4.448,2,0.2,0.3336
July,2016,Standard Class,Consumer,United States,Mcallen,Texas,Office Supplies,Supplies,13.344000000000001,2,0.2,1.0008
July,2016,Standard Class,Corporate,United States,Tampa,Florida,Office Supplies,Art,35.216,2,0.2,2.6412
July,2016,Standard Class,Corporate,United States,Tampa,Florida,Technology,Machines,265.475,1,0.5,-111.4995
July,2016,Standard Class,Consumer,United States,Mcallen,Texas,Office Supplies,Paper,5.184,1,0.2,1.8144
July,2016,Standard Class,Consumer,United States,Mcallen,Texas,Office Supplies,Art,175.92,5,0.2,15.392999999999999
July,2016,Standard Class,Corporate,United States,Tampa,Florida,Office Supplies,Appliances,23.695999999999998,2,0.2,6.5164
July,2016,Standard Class,Consumer,United States,Mcallen,Texas,Office Supplies,Binders,4.752,4,0.8,-8.316
July,2017,First Class,Home Office,United States,Kenosha,Wisconsin,Technology,Accessories,399.95,5,0.0,143.982
July,2017,Second Class,Consumer,United States,Elkhart,Indiana,Technology,Accessories,159.75,5,0.0,11.1825
July,2017,Standard Class,Corporate,United States,Long Beach,New York,Office Supplies,Labels,41.4,4,0.0,19.872
July,2017,Standard Class,Corporate,United States,Chicago,Illinois,Office Supplies,Paper,63.312,3,0.2,20.5764
July,2017,Standard Class,Corporate,United States,New York City,New York,Office Supplies,Binders,13.128,3,0.2,4.2666
